cbsacode,metrodivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,metropolitandivisiontitle,csatitle,countycountyequivalent,statename,fipsstatecode,fipscountycode,centraloutlyingcounty
24260,,,"Grand Island, NE",Metropolitan Statistical Area,,,Howard County,Nebraska,31,93,Outlying
28260,,,"Kearney, NE",Micropolitan Statistical Area,,,Kearney County,Nebraska,31,99,Outlying
30700,,339,"Lincoln, NE",Metropolitan Statistical Area,,"Lincoln-Beatrice, NE",Lancaster County,Nebraska,31,109,Central
35820,,,"North Platte, NE",Micropolitan Statistical Area,,,Lincoln County,Nebraska,31,111,Central
35820,,,"North Platte, NE",Micropolitan Statistical Area,,,Logan County,Nebraska,31,113,Outlying
35820,,,"North Platte, NE",Micropolitan Statistical Area,,,McPherson County,Nebraska,31,117,Outlying
35740,,,"Norfolk, NE",Micropolitan Statistical Area,,,Madison County,Nebraska,31,119,Central
24260,,,"Grand Island, NE",Metropolitan Statistical Area,,,Merrick County,Nebraska,31,121,Outlying
35740,,,"Norfolk, NE",Micropolitan Statistical Area,,,Pierce County,Nebraska,31,139,Outlying
18100,,,"Columbus, NE",Micropolitan Statistical Area,,,Platte County,Nebraska,31,141,Central
36540,,420,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,,"Omaha-Council Bluffs-Fremont, NE-IA",Sarpy County,Nebraska,31,153,Central
36540,,420,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,,"Omaha-Council Bluffs-Fremont, NE-IA",Saunders County,Nebraska,31,155,Outlying
42420,,,"Scottsbluff, NE",Micropolitan Statistical Area,,,Scotts Bluff County,Nebraska,31,157,Central
30700,,339,"Lincoln, NE",Metropolitan Statistical Area,,"Lincoln-Beatrice, NE",Seward County,Nebraska,31,159,Outlying
42420,,,"Scottsbluff, NE",Micropolitan Statistical Area,,,Sioux County,Nebraska,31,165,Outlying
35740,,,"Norfolk, NE",Micropolitan Statistical Area,,,Stanton County,Nebraska,31,167,Outlying
36540,,420,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,,"Omaha-Council Bluffs-Fremont, NE-IA",Washington County,Nebraska,31,177,Outlying
21980,,,"Fallon, NV",Micropolitan Statistical Area,,,Churchill County,Nevada,32,1,Central
29820,,332,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,,"Las Vegas-Henderson, NV-AZ",Clark County,Nevada,32,3,Central
23820,,456,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Douglas County,Nevada,32,5,Central
21220,,,"Elko, NV",Micropolitan Statistical Area,,,Elko County,Nevada,32,7,Central
21220,,,"Elko, NV",Micropolitan Statistical Area,,,Eureka County,Nevada,32,11,Outlying
49080,,,"Winnemucca, NV",Micropolitan Statistical Area,,,Humboldt County,Nevada,32,13,Central
22280,,456,"Fernley, NV",Micropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Lyon County,Nevada,32,19,Central
37220,,332,"Pahrump, NV",Micropolitan Statistical Area,,"Las Vegas-Henderson, NV-AZ",Nye County,Nevada,32,23,Central
39900,,456,"Reno, NV",Metropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Storey County,Nevada,32,29,Outlying
39900,,456,"Reno, NV",Metropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Washoe County,Nevada,32,31,Central
16180,,456,"Carson City, NV",Metropolitan Statistical Area,,"Reno-Carson City-Fernley, NV",Carson City,Nevada,32,510,Central
29060,,148,"Laconia, NH",Micropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Belknap County,New Hampshire,33,1,Central
28300,,,"Keene, NH",Micropolitan Statistical Area,,,Cheshire County,New Hampshire,33,5,Central
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,,,Coos County,New Hampshire,33,7,Central
17200,,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,,,Grafton County,New Hampshire,33,9,Central
31700,,148,"Manchester-Nashua, NH",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Hillsborough County,New Hampshire,33,11,Central
18180,,148,"Concord, NH",Micropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Merrimack County,New Hampshire,33,13,Central
14460,40484,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Rockingham County-Strafford County, NH","Boston-Worcester-Providence, MA-RI-NH-CT",Rockingham County,New Hampshire,33,15,Central
14460,40484,148,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,"Rockingham County-Strafford County, NH","Boston-Worcester-Providence, MA-RI-NH-CT",Strafford County,New Hampshire,33,17,Outlying
17200,,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,,,Sullivan County,New Hampshire,33,19,Outlying
12100,,428,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Atlantic County,New Jersey,34,1,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Bergen County,New Jersey,34,3,Central
37980,15804,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Camden, NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Burlington County,New Jersey,34,5,Central
37980,15804,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Camden, NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Camden County,New Jersey,34,7,Central
36140,,428,"Ocean City, NJ",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Cape May County,New Jersey,34,9,Central
47220,,428,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Cumberland County,New Jersey,34,11,Central
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Essex County,New Jersey,34,13,Central
37980,15804,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Camden, NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Gloucester County,New Jersey,34,15,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Hudson County,New Jersey,34,17,Central
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Hunterdon County,New Jersey,34,19,Central
45940,,408,"Trenton, NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Mercer County,New Jersey,34,21,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Middlesex County,New Jersey,34,23,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Monmouth County,New Jersey,34,25,Central
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Morris County,New Jersey,34,27,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Ocean County,New Jersey,34,29,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Passaic County,New Jersey,34,31,Central
37980,48864,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Wilmington, DE-MD-NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Salem County,New Jersey,34,33,Central
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Somerset County,New Jersey,34,35,Central
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Sussex County,New Jersey,34,37,Central
35620,35084,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Newark, NJ-PA","New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,34,39,Central
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Warren County,New Jersey,34,41,Central
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Bernalillo County,New Mexico,35,1,Central
40740,,,"Roswell, NM",Micropolitan Statistical Area,,,Chaves County,New Mexico,35,5,Central
24380,,106,"Grants, NM",Micropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Cibola County,New Mexico,35,6,Central
17580,,188,"Clovis, NM",Micropolitan Statistical Area,,"Clovis-Portales, NM",Curry County,New Mexico,35,9,Central
29740,,238,"Las Cruces, NM",Metropolitan Statistical Area,,"El Paso-Las Cruces, TX-NM",Doña Ana County,New Mexico,35,13,Central
16100,,,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,,,Eddy County,New Mexico,35,15,Central
43500,,,"Silver City, NM",Micropolitan Statistical Area,,,Grant County,New Mexico,35,17,Central
26020,,,"Hobbs, NM",Micropolitan Statistical Area,,,Lea County,New Mexico,35,25,Central
31060,,106,"Los Alamos, NM",Micropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Los Alamos County,New Mexico,35,28,Central
19700,,,"Deming, NM",Micropolitan Statistical Area,,,Luna County,New Mexico,35,29,Central
23700,,,"Gallup, NM",Micropolitan Statistical Area,,,McKinley County,New Mexico,35,31,Central
10460,,,"Alamogordo, NM",Micropolitan Statistical Area,,,Otero County,New Mexico,35,35,Central
21580,,106,"Española, NM",Micropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Rio Arriba County,New Mexico,35,39,Central
38780,,188,"Portales, NM",Micropolitan Statistical Area,,"Clovis-Portales, NM",Roosevelt County,New Mexico,35,41,Central
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Sandoval County,New Mexico,35,43,Central
22140,,,"Farmington, NM",Metropolitan Statistical Area,,,San Juan County,New Mexico,35,45,Central
29780,,106,"Las Vegas, NM",Micropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",San Miguel County,New Mexico,35,47,Central
42140,,106,"Santa Fe, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Santa Fe County,New Mexico,35,49,Central
45340,,,"Taos, NM",Micropolitan Statistical Area,,,Taos County,New Mexico,35,55,Central
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Torrance County,New Mexico,35,57,Outlying
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Valencia County,New Mexico,35,61,Outlying
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Albany County,New York,36,1,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Bronx County,New York,36,5,Central
13780,,,"Binghamton, NY",Metropolitan Statistical Area,,,Broome County,New York,36,7,Central
36460,,160,"Olean, NY",Micropolitan Statistical Area,,"Buffalo-Cheektowaga, NY",Cattaraugus County,New York,36,9,Central
12180,,532,"Auburn, NY",Micropolitan Statistical Area,,"Syracuse-Auburn, NY",Cayuga County,New York,36,11,Central
27460,,,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,,,Chautauqua County,New York,36,13,Central
21300,,236,"Elmira, NY",Metropolitan Statistical Area,,"Elmira-Corning, NY",Chemung County,New York,36,15,Central
38460,,,"Plattsburgh, NY",Micropolitan Statistical Area,,,Clinton County,New York,36,19,Central
26460,,104,"Hudson, NY",Micropolitan Statistical Area,,"Albany-Schenectady, NY",Columbia County,New York,36,21,Central
18660,,296,"Cortland, NY",Micropolitan Statistical Area,,"Ithaca-Cortland, NY",Cortland County,New York,36,23,Central
35620,20524,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Dutchess County-Putnam County, NY","New York-Newark, NY-NJ-CT-PA",Dutchess County,New York,36,27,Outlying
15380,,160,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,,"Buffalo-Cheektowaga, NY",Erie County,New York,36,29,Central
31660,,,"Malone, NY",Micropolitan Statistical Area,,,Franklin County,New York,36,33,Central
24100,,104,"Gloversville, NY",Micropolitan Statistical Area,,"Albany-Schenectady, NY",Fulton County,New York,36,35,Central
12860,,464,"Batavia, NY",Micropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Genesee County,New York,36,37,Central
46540,,,"Utica-Rome, NY",Metropolitan Statistical Area,,,Herkimer County,New York,36,43,Outlying
48060,,,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,,,Jefferson County,New York,36,45,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Kings County,New York,36,47,Central
40380,,464,"Rochester, NY",Metropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Livingston County,New York,36,51,Outlying
45060,,532,"Syracuse, NY",Metropolitan Statistical Area,,"Syracuse-Auburn, NY",Madison County,New York,36,53,Outlying
40380,,464,"Rochester, NY",Metropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Monroe County,New York,36,55,Central
11220,,104,"Amsterdam, NY",Micropolitan Statistical Area,,"Albany-Schenectady, NY",Montgomery County,New York,36,57,Central
35620,35004,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Nassau County-Suffolk County, NY","New York-Newark, NY-NJ-CT-PA",Nassau County,New York,36,59,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",New York County,New York,36,61,Central
15380,,160,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,,"Buffalo-Cheektowaga, NY",Niagara County,New York,36,63,Central
46540,,,"Utica-Rome, NY",Metropolitan Statistical Area,,,Oneida County,New York,36,65,Central
45060,,532,"Syracuse, NY",Metropolitan Statistical Area,,"Syracuse-Auburn, NY",Onondaga County,New York,36,67,Central
40380,,464,"Rochester, NY",Metropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Ontario County,New York,36,69,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Orange County,New York,36,71,Outlying
40380,,464,"Rochester, NY",Metropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Orleans County,New York,36,73,Outlying
45060,,532,"Syracuse, NY",Metropolitan Statistical Area,,"Syracuse-Auburn, NY",Oswego County,New York,36,75,Outlying
36580,,,"Oneonta, NY",Micropolitan Statistical Area,,,Otsego County,New York,36,77,Central
35620,20524,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Dutchess County-Putnam County, NY","New York-Newark, NY-NJ-CT-PA",Putnam County,New York,36,79,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Queens County,New York,36,81,Central
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Rensselaer County,New York,36,83,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Richmond County,New York,36,85,Central
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Rockland County,New York,36,87,Central
36300,,,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,,,St. Lawrence County,New York,36,89,Central
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Saratoga County,New York,36,91,Central
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Schenectady County,New York,36,93,Central
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Schoharie County,New York,36,95,Outlying
42900,,464,"Seneca Falls, NY",Micropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Seneca County,New York,36,99,Central
18500,,236,"Corning, NY",Micropolitan Statistical Area,,"Elmira-Corning, NY",Steuben County,New York,36,101,Central
35620,35004,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"Nassau County-Suffolk County, NY","New York-Newark, NY-NJ-CT-PA",Suffolk County,New York,36,103,Central
13780,,,"Binghamton, NY",Metropolitan Statistical Area,,,Tioga County,New York,36,107,Central
27060,,296,"Ithaca, NY",Metropolitan Statistical Area,,"Ithaca-Cortland, NY",Tompkins County,New York,36,109,Central
28740,,408,"Kingston, NY",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Ulster County,New York,36,111,Central
24020,,104,"Glens Falls, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Warren County,New York,36,113,Central
24020,,104,"Glens Falls, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Washington County,New York,36,115,Central
40380,,464,"Rochester, NY",Metropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Wayne County,New York,36,117,Outlying
35620,35614,408,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Westchester County,New York,36,119,Central
40380,,464,"Rochester, NY",Metropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Yates County,New York,36,123,Outlying
15500,,268,"Burlington, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Alamance County,North Carolina,37,1,Central
25860,,280,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,,"Hickory-Lenoir, NC",Alexander County,North Carolina,37,3,Outlying
47820,,274,"Washington, NC",Micropolitan Statistical Area,,"Greenville-Washington, NC",Beaufort County,North Carolina,37,13,Central
34820,,396,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,,"Myrtle Beach-Conway, SC-NC",Brunswick County,North Carolina,37,19,Central
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Buncombe County,North Carolina,37,21,Central
25860,,280,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,,"Hickory-Lenoir, NC",Burke County,North Carolina,37,23,Central
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Cabarrus County,North Carolina,37,25,Outlying
25860,,280,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,,"Hickory-Lenoir, NC",Caldwell County,North Carolina,37,27,Central
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Camden County,North Carolina,37,29,Outlying
33980,,404,"Morehead City, NC",Micropolitan Statistical Area,,"New Bern-Morehead City, NC",Carteret County,North Carolina,37,31,Central
25860,,280,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,,"Hickory-Lenoir, NC",Catawba County,North Carolina,37,35,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Chatham County,North Carolina,37,37,Central
43140,,172,"Shelby, NC",Micropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Cleveland County,North Carolina,37,45,Central
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Craven County,North Carolina,37,49,Central
22180,,246,"Fayetteville, NC",Metropolitan Statistical Area,,"Fayetteville-Lumberton-Laurinburg, NC",Cumberland County,North Carolina,37,51,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Currituck County,North Carolina,37,53,Outlying
28620,,545,"Kill Devil Hills, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Dare County,North Carolina,37,55,Central
49180,,268,"Winston-Salem, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Davidson County,North Carolina,37,57,Central
49180,,268,"Winston-Salem, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Davie County,North Carolina,37,59,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Durham County,North Carolina,37,63,Central
40580,,468,"Rocky Mount, NC",Metropolitan Statistical Area,,"Rocky Mount-Wilson-Roanoke Rapids, NC",Edgecombe County,North Carolina,37,65,Central
49180,,268,"Winston-Salem, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Forsyth County,North Carolina,37,67,Central
39580,,450,"Raleigh, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Franklin County,North Carolina,37,69,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Gaston County,North Carolina,37,71,Outlying
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Gates County,North Carolina,37,73,Outlying
37080,,450,"Oxford, NC",Micropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Granville County,North Carolina,37,77,Central
24660,,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Guilford County,North Carolina,37,81,Central
40260,,468,"Roanoke Rapids, NC",Micropolitan Statistical Area,,"Rocky Mount-Wilson-Roanoke Rapids, NC",Halifax County,North Carolina,37,83,Central
20380,,450,"Dunn, NC",Micropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Harnett County,North Carolina,37,85,Central
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Haywood County,North Carolina,37,87,Central
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Henderson County,North Carolina,37,89,Central
22180,,246,"Fayetteville, NC",Metropolitan Statistical Area,,"Fayetteville-Lumberton-Laurinburg, NC",Hoke County,North Carolina,37,93,Central
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Iredell County,North Carolina,37,97,Central
19000,,,"Cullowhee, NC",Micropolitan Statistical Area,,,Jackson County,North Carolina,37,99,Central
39580,,450,"Raleigh, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Johnston County,North Carolina,37,101,Central
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Jones County,North Carolina,37,103,Outlying
41820,,450,"Sanford, NC",Micropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Lee County,North Carolina,37,105,Central
28820,,,"Kinston, NC",Micropolitan Statistical Area,,,Lenoir County,North Carolina,37,107,Central
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Lincoln County,North Carolina,37,109,Outlying
32000,,280,"Marion, NC",Micropolitan Statistical Area,,"Hickory-Lenoir, NC",McDowell County,North Carolina,37,111,Central
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Madison County,North Carolina,37,115,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Mecklenburg County,North Carolina,37,119,Central
38240,,,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,,,Moore County,North Carolina,37,125,Central
40580,,468,"Rocky Mount, NC",Metropolitan Statistical Area,,"Rocky Mount-Wilson-Roanoke Rapids, NC",Nash County,North Carolina,37,127,Central
48900,,,"Wilmington, NC",Metropolitan Statistical Area,,,New Hanover County,North Carolina,37,129,Central
40260,,468,"Roanoke Rapids, NC",Micropolitan Statistical Area,,"Rocky Mount-Wilson-Roanoke Rapids, NC",Northampton County,North Carolina,37,131,Outlying
27340,,,"Jacksonville, NC",Metropolitan Statistical Area,,,Onslow County,North Carolina,37,133,Central
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Orange County,North Carolina,37,135,Central
35100,,404,"New Bern, NC",Metropolitan Statistical Area,,"New Bern-Morehead City, NC",Pamlico County,North Carolina,37,137,Outlying
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Pasquotank County,North Carolina,37,139,Central
48900,,,"Wilmington, NC",Metropolitan Statistical Area,,,Pender County,North Carolina,37,141,Outlying
21020,,545,"Elizabeth City, NC",Micropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Perquimans County,North Carolina,37,143,Outlying
20500,,450,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,,"Raleigh-Durham-Chapel Hill, NC",Person County,North Carolina,37,145,Outlying
24780,,274,"Greenville, NC",Metropolitan Statistical Area,,"Greenville-Washington, NC",Pitt County,North Carolina,37,147,Central
24660,,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Randolph County,North Carolina,37,151,Outlying
40460,,,"Rockingham, NC",Micropolitan Statistical Area,,,Richmond County,North Carolina,37,153,Central
31300,,246,"Lumberton, NC",Micropolitan Statistical Area,,"Fayetteville-Lumberton-Laurinburg, NC",Robeson County,North Carolina,37,155,Central
24660,,268,"Greensboro-High Point, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Rockingham County,North Carolina,37,157,Outlying
16740,,172,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Rowan County,North Carolina,37,159,Outlying
22580,,,"Forest City, NC",Micropolitan Statistical Area,,,Rutherford County,North Carolina,37,161,Central
29900,,246,"Laurinburg, NC",Micropolitan Statistical Area,,"Fayetteville-Lumberton-Laurinburg, NC",Scotland County,North Carolina,37,165,Central
10620,,172,"Albemarle, NC",Micropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Stanly County,North Carolina,37,167,Central
49180,,268,"Winston-Salem, NC",Metropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Stokes County,North Carolina,37,169,Central
34340,,268,"Mount Airy, NC",Micropolitan Statistical Area,,"Greensboro--Winston-Salem--High Point, NC",Surry County,North Carolina,37,171,Central
